cleaned,coords,loc_name,people_needs,category
help rt abuyog needs help search rescue operation brgy bahay amp brgy pilar abuyog leyte need 1 boats sailing vessel 2 medical team nurses doctors agatonph rescueph prayforleyte prayforabuyog abuyogneedshelp pilarneedshelp,125.149437/10.62223,abuyog leyte,help,Medical Response
prayers fellow ilonggos northern part iloilo lord jesus pls give strength surpass calamity agatonph iloiloneedshelp,122.650482/10.84919,iloilo,help,Medical Response
might popular cities municipalities leyte hilongosneedshelptoo read agatonph leyteneedshelp baybayneedshelp hilongosneedshelp donations,124.552177/11.33877,leyte leyte,help,Medical Response
fedelyn_ong capiz needs help leyteneedshelp iloiloneedshelp capizneedshelp baybayneedshelp abuyogneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.579987/11.24989,capiz,help,Medical Response
041222 3pm tulong kabataan quinto volunteers accumulated enough packs relief assistance given victims nearby municipalities 5th district iloilo agatonph tulongkabataan tulongkabataanquinto wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.650482/10.84919,iloilo,tulong,Medical Response
leyte leyteneedshelp baybayneedshelp abuyogneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
hello everyone baybay city leyte part leyte hit agatonph needs help gathered trusted donation drives amount kind donations kindly see posters baybayneedshelp since20220408_173120_utc wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
news update 4 pm today april 12 death toll baybay leyte 36 26 missing 105 injured mayor jose carlos cari placed baybay state calamity due agatonph mark unlucay rapplerdotcom wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,tubig,Food & Clothes
call donations typhoon agaton currently wreaking havoc municipalities 5th district iloilo appealing generous hearts assistance provide aid relief efforts typhoons victims agatonph tulongkabataanquinto wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.650482/10.84919,iloilo,tulong,Medical Response
current situation ormoc city currently experiencing heavy rainfull right 633 pm please pray leyte leyteneedshelp baybayneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
keep safe everyone agatonph leyte landslides wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,tubig,Food & Clothes
sorry flooding everyones tls news agatonph someone lives leyte want use platform give attention matter kababayans badly need help wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte,help,Medical Response
call donations typhoon agaton currently wreaking havoc municipalities 5th district iloilo appealing generous hearts assistance provide aid relief efforts typhoons victims agatonph tulongkabataanquinto,122.650482/10.84919,iloilo,tulong,Medical Response
hello everyone asking prayers time experiencing typhoons classes suspended due heavy rain flash floods landslides please pray capiz well provinces philippines capizneedshelp agatonph,122.579987/11.24989,capiz,help,Medical Response
capizneedshelp agatonph flood situation brgy adlawan roxas city around 3pm today april 12 photo courtesy carla arrobang,119.241386/10.09141,roxas ,help,Medical Response
kpop related please need attention help capiz western visayas currently experiencing far worst flood almost town submerged water rescue boats pass strong current agatonph capizneedshelp,122.579987/11.24989,capiz,help,Medical Response
update brgy pilar abuyog leyte needs urgent help search rescue operation need aquatic vehicles action asap hotlines leyteneedshelp agatonph,126.124962/9.84158,pilar leyte,help,Medical Response
capizneedshelp agatonph roxas city roads turns rivers torrential floodwaters swamped road area barangay bolo going barangay bago roxas city video courtesy roxas city mayor ronnie dadivas original post,119.241386/10.09141,roxas ,help,Medical Response
landslide brgy pilar abuyog leyte need immediate help rescue calling nearby municipalities towns cities send help abuyogneedshelp agatonph,126.124962/9.84158,pilar leyte,help,Medical Response
tw blood enha related hours since rain stopped town landslide occurred brgy pilar amp bahay abuyog leyte lot residengs affected please boost post need help rescue agatonph abuyogneedshelp leyteneedshelp,126.124962/9.84158,pilar leyte,help,Medical Response
80 brgy pilar covered land due landslide afternoon abuyogneedshelp agatonph,126.124962/9.84158,pilar ,help,Medical Response
volunteers youth lenisouthern leyte created typhoon disaster relief operation called dajong leyte info please see photos agatonph prayforleyte leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
urgent call help pilar abuyog island water vehicles needed agatonph rescueph pls coordinate abuyog drr anyone abuyog bangka anything pls pls pls pls amplify lenirobredo vppilipinas ndrrmc_opcen,126.124962/9.84158,pilar ,help,Medical Response
look water mananga river almost reach level hanging bridge barangay lawaan 3 talisay city due continuous rain brought agatonph tuesday april 12 2022 via paul lauro cdndigital,125.335831/11.12167,lawaan ,water,Food & Clothes
last time checked mt pangasugan 3 clear waterfalls rain time agatonph hit baybay leyte mountains pouring water heck lot baybayneedshelp,124.552177/11.33877,leyte leyte,water,Food & Clothes
brgy pilar abuyog leyte badly needs help right lets pray less serious injury everyone worse outcomes agatonph abuyogneedshelp leyteneedshelp prayforleyte,126.124962/9.84158,pilar leyte,help,Medical Response
odette traumatizing yet leyte needs help baybay needs help iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
pray leyte baybayneedshelp abuyogneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
badly wan na donate see drop points leyte none city huhu leyteneedshelp abuyogneedshelp baybaycityneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
bulig para sa capiz tulong para sa capiz massive flooding caused heavy rainfall submerged towns capiz philippines capiznons need help inkind andor monetary donations together let us pray keep safe capizneedshelp agatonph,122.579987/11.24989,capiz,tulong,Medical Response
please send help landslide brgy pilar abuyog leyte coastguardph agatonph,126.124962/9.84158,pilar leyte,help,Medical Response
donation drive baybay city leyte kakampinks knocking generous hearts contribute financially kababayans baybay city devastated typhoon agatonph amount items great help damo nga salamat kakampinks,124.552177/11.33877,leyte leyte,help,Medical Response
lets pray everyone safety guys landslide happening right sa sa brgy pilar abuyog leyte halos washout yung baranggay sa landslide grabe jusko lets pray pls agatonph prayforleyte prayforabuyog abuyogneedshelp leyteneedshelp,126.124962/9.84158,pilar leyte,help,Medical Response
light moderate rains currently experienced jamindan capiz capizneedshelp agatonph,122.531723/11.48365,jamindan capiz,help,Medical Response
aerial view land slide incident brgy katagnus baybay city leyte many people still missing grabiii huhu lets pray credit vincent paulo cortes baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
situation brgy pilar right abuyogneedshelp leyteneedshelp agatonph,126.124962/9.84158,pilar ,help,Medical Response
sky capiz capizneedshelp agatonph,122.579987/11.24989,capiz,help,Medical Response
kuya cj iloilo whos also victim typhoon agaton source living planting selling watermelon see crops sinked u want help heres gcash 0939383520 agatonph iloiloneedshelp,122.650482/10.84919,iloilo,water,Food & Clothes
pray cebu agatonph leyteneedshelp,124.444077/10.62794,cebu,help,Medical Response
capiz needs help agatonph,122.579987/11.24989,capiz,help,Medical Response
brgy pilar abuyog leyte experienced massive landslide around 4pm afternoon please send help abuyogneedshelp agatonph,126.124962/9.84158,pilar leyte,help,Medical Response
finally got online today photos broke school submerged flood waters people urgently needs help hope reaches authorities send us help whatever way brgy dacuton dumarao town capiz province vp lenirobredo agatonph,122.888893/11.26843,dumarao capiz,water,Food & Clothes
bulacanaces thank bulacan aces leyteneedshelp agatonph abuyogneedshelp baybayneedshelp capizneedshelp,120.898407/14.71313,bulacan bulacan,help,Medical Response
really breaks heart seeing fellow leyte needs help asking help w donation drive bagyong agaton victims time give back kami nmn ang tutulong iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
call donations antique needs help currently towns lauaan bugasong devastated typhoon agaton donations accounted thank stay safe people agatonph antique,122.238876/11.1406,bugasong antique,help,Medical Response
pray leyte landslides floodwaters ravaged contributed pics leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,water,Food & Clothes
reports landslides numerous casualties people houses swept away brgys pilar malaguicay abuyog leyte aid worker friends pls help confirm amplify agatonph leyteneedshelp,126.124962/9.84158,pilar leyte,help,Medical Response
iloilo needs help iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,122.650482/10.84919,iloilo,help,Medical Response
floodwaters continue rise capiz please pray capiz capizneedshelp agatonph,122.579987/11.24989,capiz,water,Food & Clothes
rapplerdotcom reliefph sangguniang kabataan federation iloilo province together members provincial youth development council seeking donations including ready eat food rice water medicine masks blankets hygiene kits agatonphhit areas rapplerdotcom,122.650482/10.84919,iloilo,food,Food & Clothes
protect brothers sisters leyte philippines currently dying drowning floods landslides well think needs attention agatonph leyteneedshelp baybayneedshelp abuyogneedshelp rescueph,124.552177/11.33877,leyte leyte,help,Medical Response
thank everyone sent donations distributed earlier landslide survivors temporarily sheltered baybay city shs brgy buenavista still need food clothing sleeping items among others agatonph baybayneedshelp,122.512817/13.7642,buenavista ,food,Food & Clothes
make baybayneedshelp leyteneedshelp agatonph trending people leyte still needs help,124.552177/11.33877,leyte leyte,help,Medical Response
deserves national attention devastation brought agaton areas visayas learn priotize people real world twitter iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,121.576851/14.69707,real ,help,Medical Response
atin baka naman spread news leyte lt ang konti talaga ng coverage iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
ajuy iloilo needs help donations food water supply extra clothes medicine first aid kit flashlight iloiloneedshelp northerniloiloneedshelp agatonph please visit post info,123.10968/11.13913,ajuy iloilo,help,Medical Response
please pray capiz rain continues fall heavily victims yet rescued others still missing baybaycityneedshelp baybayneedshelp leyteneedshelp abuyogneedshelp capizneedshelp agatonph,122.579987/11.24989,capiz,help,Medical Response
𝗕𝗔𝗡𝗚𝗢𝗡𝗕𝗔𝗬𝗕𝗔𝗬 youthled initiative typhoon landslide victims city baybay leyte help could gladly extend would much appreciated daghang salamat agatonph leyteneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
tweets leyte baybay please spread tweets helps baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
ajuy needs help town currently experiencing worst flooding history 430pm yesterday 9 barangays reached headlevel waters many areas need rescue yet accessed due rising waters agatonph ajuyneedshelp,123.10968/11.13913,ajuy ,help,Medical Response
river related ask prayers help fellow kababayans leyte affected typhoon agathon leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
donbelle iloilo also donation drive also send help thank everyonegod bless keep safe iloiloneedshelp capizneedshelp agatonph,122.650482/10.84919,iloilo,help,Medical Response
baybay leyte famous known city leyte knocking doors donate amount really big help please make viral issues right mas importante ni leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
showbiz issues trending agatonph people aware dont see urgency baybay leyte needs help lack media coverage many people died already baybayneedshelp leyteneedshelp typhoonagaton,124.552177/11.33877,leyte leyte,help,Medical Response
lets extend help kababayans retweet spread 2nd pic talking friend leyte iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
look pet owner wades kneedeep floodwater save bunch puppies dumarao capiz exiquel herco told daily guardian nine puppies brought nearby hotel family staying amid incessant rains due agatonph seanrafio,122.888893/11.26843,dumarao capiz,water,Food & Clothes
nonstop raining iloilo iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,122.650482/10.84919,iloilo,help,Medical Response
good day everyone know us aware typhoon agaton brought casualties visayas areas specifically hilongos baybay leyte wish extend help send via gcash account 639706799009 agatonph,124.894531/10.35489,hilongos leyte,help,Medical Response
capizneedshelp agatonph capiz leni reached limit previous gcash account still accepting donations using new gcash accounts attached original post,122.579987/11.24989,capiz,help,Medical Response
update nag exceed na po monthly limit ang gcash donation drive ng capiz leni updated donation drivecapizneedshelp agatonph,122.579987/11.24989,capiz,help,Medical Response
watermelon farmer roberto posadas jr lost crops farm sara iloilo flooded due agatonph imtnews roberto posadas jrfb,123.036667/11.38738,sara iloilo,water,Food & Clothes
praying somebody rescue olds children ongol ilawod dumarao capiz need food well water current strong need helicopter speedboat coastguardph agatonph capizneedshelp,122.888893/11.26843,dumarao capiz,food,Food & Clothes
recently got touch relatives leyte thank god safe leyteneedshelp baybayneedshelp capizneedshelp agatonph baybaycityneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
donbelle fandom commendable using platform spread awareness relatives leyte kaya really touches heart see people cares leyteneedshelp baybayneedshelp capizneedshelp agatonph baybaycityneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
help iloilo iloiloneedshelp capizneedshelp agatonph,122.650482/10.84919,iloilo,help,Medical Response
mind youwhenever another typhoonstormtropical depression heading way philippineswe people samar leyte always gets hit first almost everytime gets areas philippines sad agatonph baybayneedshelp leyteneedshelp,124.552177/11.33877,leyte samar,help,Medical Response
sent drop area municipalitythen collected donations cash kind brought tom baybay leyte please pray leyteneedshelp iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
raining nonstop leyte leyteneedshelp iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
oomf non oomf pls rt spread twt leyte needs help baybaycityneedshelp baybayneedshelp leyteneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
pls days since baybay leyte hit typhoon yet still minimal media exposure help little still lot people need help matter life death pls stan twt thing agatonph baybaycityneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
trigger warning 25 deaths 150 persons missing continue rise search rescue operations still mobilization 105 injured 150 displaced families source hon carl cari representative 5th district leyte baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph atty bar exam lawyers cpale rico yan one cebu zachbel 1st monthsary txts success gwen garcia abogado claudine im pilipinas chin,124.444077/10.62794,cebu,help,Medical Response
tw showbiz trending important matters kababayans leyte ph ones protect right help rt leyteneedshelp agatonph protectfrancinediaz protecttherobredos protectaikarobredo canceleianrances protect kd cost loved alexa,124.552177/11.33877,leyte leyte,help,Medical Response
please pray leyte leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
dito ang focus sunshines dont forget rt share rin sa iba pang platforms iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,120.172684/15.42119,iba ,help,Medical Response
friend rented truck pick family refused leave even though water still rising highway bad compared areas malapit sa ilog communities completely submerged agatonph panay capiz,122.805679/10.06127,ilog capiz,water,Food & Clothes
amount po kahit piso please help us pray leyte leyteneedshelp iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
stay safe everyone specially everyone leyte agatonph leyteneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
100 pm today april 12 water jalaur dam dingle iloilo 2570 meters sea level msl already normal operating elevation 24 msl 10 13 main gates 3 4 sluice gates open source nia region vi agatonph laginghandaph,122.735077/11.07625,dingle iloilo,water,Food & Clothes
leyte needs help please spread save life baybaycityneedshelp baybayneedshelp leyteneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte normal university donation drive lnu tambulig accepting donations incash inkind prioritizing water food clothing residents baybay city abuyog leyte affected typhoon agatonph 14,124.552177/11.33877,leyte leyte,water,Food & Clothes
olaaa im capiz province needs help capiz needs help capizneedshelp agatonph,122.579987/11.24989,capiz,help,Medical Response
lets pray leyte leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
call donation moment need help guys sustain basic needs dito sa province leyte especially sa baybay small kinds goods cash helpful us leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
lumalakas nanaman ang ulan hangin leyte moots keep safe hoping typhoon end soon pls pray po leyte areas affected typhoon heart goes families people passed agatonph baybayneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
elverder teamlenirobredo showbiz issues trending agatonph people aware dont see urgency baybay leyte needs help lack media coverage many people died already baybayneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
set aside political differences let us help kababayans baybay city leyte displaced agatonph legit donation drives would really glad kind generosity,124.552177/11.33877,leyte leyte,help,Medical Response
carl cari current representative 5th district leyte agatonph baybayneedshelp baybaycityneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
im using platform spread awareness happened kababayan baybay provinces leyte baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
current situation happening capiz photo mine ctto capizneedshelp agatonph baybayneedshelp,122.579987/11.24989,capiz,help,Medical Response
verified donation drive please help us baybay leyte needs help jud baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
pray leyte leyteneedshelp capizneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
capizeños asking help floodwaters continue rise parts capiz gather donations able send greater help capisnons soonest possible time generosity go long way capizneedhelp baybayneedshelp agatonph,122.579987/11.24989,capiz,help,Medical Response
leyte need calling help rt would lot help pass everyone wish send help agatonph baybayneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
baybay leyte needs urgent help calling attention medias government organizations private public sectors leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
iloilo needs help iloiloneedshelp capizneedshelp agatonph,122.650482/10.84919,iloilo,help,Medical Response
leyteneedshelp baybayneedshelp hi friends pls rt province dire need help leyte experiencing heavy flooding landslide caused agatonph number people already dead still missing one talks lot,124.552177/11.33877,leyte leyte,help,Medical Response
capiz also needs help aside leyte agatonph lenirobredo kikopangilinan,124.552177/11.33877,leyte capiz,help,Medical Response
urgent agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing help sending donations leyteneedshelp baybayneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
bubblies helps iloilo still seeking inkind donations kasimanwas displaced due flooding particularly food water blankets medicines iloiloneedshelp capizneedshelp agatonph,122.650482/10.84919,iloilo,help,Medical Response
leyte needs help calling donations amout money gcash 09208198724 alesandra flores funds raised used buy food water essential victims typhoon agaton baybaycityneedshelp abuyogneedshelp agatonph leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
looka resident abuyog leyte rescued pcg house almost carried away rapid rise floodwaters brought agatonph video coastguardph,125.149437/10.62223,abuyog leyte,water,Food & Clothes
please rt spread situation leyte getting worse let us help coengenes filipino citizens affected badly need help small donation could go long way baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
im using platform spread awareness happened kababayan leyte leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
northern iloilo residents kindly refer hotlines 1 municipality san dionisio emergency hotlines bfp 09173216059 mdrrmo 09177017817 rhu 09380137184 mswdo 09212273861 pnp 09985986227 northerniloiloneedshelp agatonph,122.650482/10.84919,iloilo,help,Medical Response
agatonph flood situation pontevedra capiz screengrab vanessa glenise usisons facebook post wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,123.013786/10.37741,pontevedra capiz,tubig,Food & Clothes
im calling attention moots continue spreading news twts affected typhoon agaton donate victims guys please include leyte provinces affected prayers agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,tubig,Food & Clothes
leyte needs help leyteneedshelp baybayneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
pray leyte leyteneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
iloilo needs help iloiloneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.650482/10.84919,iloilo,help,Medical Response
please help rt organization kalesa bi cebu also trying raise funds affected agatonph still accepting donations channels amount hugely appreciated baybayneedshelp abuyogneedshelp leyteneedshelp wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.444077/10.62794,cebu,help,Medical Response
leyteneedshelp baybayneedshelp agatonph humbly asking everyone help say prayer families leyte areas badly hit typhoon agaton especially beloved baybay city leyte need help landslides floodwaters ravaged neighbors wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
dswd spox dumlao says 600 pm yesterday april 11 almost 55000 families 218000 individuals 184 barangays regions 678911 caraga affected agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,126.557716/7.44716,caraga ,tubig,Food & Clothes
situation banate iloilo flood water rises due tropical depression agaton families affected barangays rescued moved nearest evacuation sites iloiloneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.851578/10.99136,banate iloilo,water,Food & Clothes
bubblies iloilo still seeking inkind donations kasimanwas displaced due flooding particularly food water blankets medicines iloiloneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.650482/10.84919,iloilo,food,Food & Clothes
please help us pray leyte leyteneedshelp iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
many lives take people see people dire need assistance leyte baybayneedshelp leyteneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
northern iloilo needs help iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.650482/10.84919,iloilo,help,Medical Response
donbelle related iloilo leyte places suffering right flood fb pics mine ppl theres also dogs cats animals street agatonph baybayneedshelp abuyogneedshelp iloiloneedshelp wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte iloilo,help,Medical Response
tropical cyclone bulletin 27 tropical depression agatonph issued 1100 12 april 2022 center tropical depression agaton vicinity balangiga eastern samar source dostpagasa laginghandaph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,125.439079/11.11,balangiga samar,tubig,Food & Clothes
ctto capiz leni fb page heres donate help fellow capisnons rice readytoeat food surgical masks medicine babys milk blankets hygiene items capizneedshelp agatonph may contact following inquiries wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.579987/11.24989,capiz,help,Medical Response
mdbofc leyte need help baybayneedshelp abuyogneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
agatonph megi weakened lpa drifts back eastward across leyte meanwhile malakas intensified 120kph typhoon remains outside par forecast suggests large typhoon may longer enter par continues track towards sea japan wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,tubig,Food & Clothes
iloilo amp capiz needs help due wrath bagyong agathon caused floods landslides please donate pray safety simple retweet means lot iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.650482/10.84919,iloilo,help,Medical Response
leyte needs help leyteneedshelp baybayneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help baybaycityneedshelp abuyogneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybayneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
please rt qrt leyte needs help leyteneedshelp baybayneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
meanwhile tropical depression agatonph vicinity balangiga eastern samar forecast meander area within next 612 hours turning towards philippine sea tonight wednesday morning wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,125.439079/11.11,balangiga samar,tubig,Food & Clothes
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
helloo poo ask favor u po relatives leyte right suffering typhoon agaton kahit sa pag post hashtags agatonph baybayneedshelp leyteneedshelp iloiloneedshelp malaking tulong na po ito thank wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
simple retweet reqoute spread information donations leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
simple retweet reqoute spread information donations leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
capiz leni gcash 09167098080 bdo 004880157395 inkind donations may drop leni headquarters burgos st roxas city photo courtesy capiz leni facebook page capizneedshelp agatonph,126.071388/10.0325,burgos capiz,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
asking everyone please put context use tags reason sspam lang po ang tags lagyan po natin ng atleast donation details leyte need help baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
