cleaned,coords,loc_name
deserves national attention devastation brought agaton areas visayas learn priotize people real world twitter iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,121.576851/14.69707,real 
atin baka naman spread news leyte lt ang konti talaga ng coverage iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte
proceeds donations go affected agatonph certain areas leyte still accepting donations channels monetary donations gcash karl gilbert mayores 09178809308 landbank karl gilbert mayores 2407102668,124.552177/11.33877,leyte leyte
ajuy iloilo needs help donations food water supply extra clothes medicine first aid kit flashlight iloiloneedshelp northerniloiloneedshelp agatonph please visit post info,123.10968/11.13913,ajuy iloilo
please pray capiz rain continues fall heavily victims yet rescued others still missing baybaycityneedshelp baybayneedshelp leyteneedshelp abuyogneedshelp capizneedshelp agatonph,122.579987/11.24989,capiz
𝗕𝗔𝗡𝗚𝗢𝗡𝗕𝗔𝗬𝗕𝗔𝗬 youthled initiative typhoon landslide victims city baybay leyte help could gladly extend would much appreciated daghang salamat agatonph leyteneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte
tropical depression agaton moving llorente eastern samar pagasa said agatonph cgonzalesinq,125.608093/11.36809,llorente samar
tropical cyclone wind signal 1 remains hoisted eastern samar samar northern samar biliran leyte southern leyte camotes island dinagat islands agatonph,124.518044/11.47454,biliran samar
tweets leyte baybay please spread tweets helps baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
ajuy needs help town currently experiencing worst flooding history 430pm yesterday 9 barangays reached headlevel waters many areas need rescue yet accessed due rising waters agatonph ajuyneedshelp,123.10968/11.13913,ajuy 
call donations agatonph brought massive severe flooding different areas leyte certain portions baybay hilongos abuyog others placed tropical wind signal swell 1n,124.552177/11.33877,leyte leyte
untvnewsrescue rt tropical depression agatonph devastated parts leyte samar strong winds heavy rains spawning flash floods many places,124.552177/11.33877,leyte leyte
river related ask prayers help fellow kababayans leyte affected typhoon agathon leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
donbelle iloilo also donation drive also send help thank everyonegod bless keep safe iloiloneedshelp capizneedshelp agatonph,122.650482/10.84919,iloilo
baybay leyte famous known city leyte knocking doors donate amount really big help please make viral issues right mas importante ni leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
supposed dry season maybe climate change upended public official leyte said agatonph,124.552177/11.33877,leyte leyte
teach anywhere lumbayao continue sessions amidst challenging weather due typhoon agatonph teach maryflor lopez villaluna razo told learners skip last sundays session one never really stop dedication someone eager learn hopestrong,122.396873/13.87362,lopez 
pray leyte agatonph,124.552177/11.33877,leyte leyte
agatonph still process recovery fr wrath odettephhere go rip passed away due landslide baybay leyte,124.552177/11.33877,leyte leyte
showbiz issues trending agatonph people aware dont see urgency baybay leyte needs help lack media coverage many people died already baybayneedshelp leyteneedshelp typhoonagaton,124.552177/11.33877,leyte leyte
lets extend help kababayans retweet spread 2nd pic talking friend leyte iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte
look pet owner wades kneedeep floodwater save bunch puppies dumarao capiz exiquel herco told daily guardian nine puppies brought nearby hotel family staying amid incessant rains due agatonph seanrafio,122.888893/11.26843,dumarao capiz
rt dost_pagasa tropical cyclone bulletin 28 tropical depression agatonph megi issued 200 pm 12 april 2022 valid broadcast next bulletin 500 pm today agaton moving llorente eastern samar link,125.608093/11.36809,llorente samar
rt dost_pagasa tropical cyclone bulletin 27 tropical depression agatonph megi issued 1100 12 april 2022 next bulletin 200 pm today center tropical depression agaton vicinity balangiga eastern samar link,125.439079/11.11,balangiga samar
rt dost_pagasa tropical cyclone bulletin 26 tropical depression agatonph megi issued 8am 12 april 2022 valid broadcast next bulletin 11am today center tropical depression agaton vicinity marabut,125.253067/11.11755,marabut 
nonstop raining iloilo iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,122.650482/10.84919,iloilo
good day everyone know us aware typhoon agaton brought casualties visayas areas specifically hilongos baybay leyte wish extend help send via gcash account 639706799009 agatonph,124.894531/10.35489,hilongos leyte
capizneedshelp agatonph capiz leni reached limit previous gcash account still accepting donations using new gcash accounts attached original post,122.579987/11.24989,capiz
update nag exceed na po monthly limit ang gcash donation drive ng capiz leni updated donation drivecapizneedshelp agatonph,122.579987/11.24989,capiz
watermelon farmer roberto posadas jr lost crops farm sara iloilo flooded due agatonph imtnews roberto posadas jrfb,123.036667/11.38738,sara iloilo
praying somebody rescue olds children ongol ilawod dumarao capiz need food well water current strong need helicopter speedboat coastguardph agatonph capizneedshelp,122.888893/11.26843,dumarao capiz
recently got touch relatives leyte thank god safe leyteneedshelp baybayneedshelp capizneedshelp agatonph baybaycityneedshelp,124.552177/11.33877,leyte leyte
donbelle fandom commendable using platform spread awareness relatives leyte kaya really touches heart see people cares leyteneedshelp baybayneedshelp capizneedshelp agatonph baybaycityneedshelp,124.552177/11.33877,leyte leyte
help iloilo iloiloneedshelp capizneedshelp agatonph,122.650482/10.84919,iloilo
heavy rainfall warning issued 200 pm april 12 2022 due tropical depression agatonph red warning level cebucentralcebu northerncebu leyte southernleyte northern portion iloilo northern central portion negrosoccidental,124.552177/11.33877,leyte leyte
mind youwhenever another typhoonstormtropical depression heading way philippineswe people samar leyte always gets hit first almost everytime gets areas philippines sad agatonph baybayneedshelp leyteneedshelp,124.552177/11.33877,leyte samar
agatonph moving llorente eastern samar according dost_pagasas 2pm bulletin,125.608093/11.36809,llorente samar
sent drop area municipalitythen collected donations cash kind brought tom baybay leyte please pray leyteneedshelp iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
raining nonstop leyte leyteneedshelp iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
oomf non oomf pls rt spread twt leyte needs help baybaycityneedshelp baybayneedshelp leyteneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
rainfall advisory issued 2pm april 12 2022 td agatonph cause lightmoderate times heavy rains affecting camarinesnorte camarinessur albay catanduanes sorsogon northernsamar orientalmindoro marinduque romblon may persist within 23 hours,122.284721/12.62532,romblon albay
tropical depression agatonph moving llorente eastern samar 2 pm according pagasa,125.608093/11.36809,llorente samar
pls days since baybay leyte hit typhoon yet still minimal media exposure help little still lot people need help matter life death pls stan twt thing agatonph baybaycityneedshelp,124.552177/11.33877,leyte leyte
trigger warning 25 deaths 150 persons missing continue rise search rescue operations still mobilization 105 injured 150 displaced families source hon carl cari representative 5th district leyte baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph atty bar exam lawyers cpale rico yan one cebu zachbel 1st monthsary txts success gwen garcia abogado claudine im pilipinas chin,124.444077/10.62794,cebu
tw showbiz trending important matters kababayans leyte ph ones protect right help rt leyteneedshelp agatonph protectfrancinediaz protecttherobredos protectaikarobredo canceleianrances protect kd cost loved alexa,124.552177/11.33877,leyte leyte
please pray leyte leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
dito ang focus sunshines dont forget rt share rin sa iba pang platforms iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,120.172684/15.42119,iba 
bantay bagyo track intensity forecast agatonph 200 pm april 12 2022 100 pm today ts agaton located vicinity llorente eastern samar max winds 45kmh gusts 75kmh movement eastward slowly panahontv pagasa,120.489349/17.560419,bantay samar
tropical cyclone bulletin 28 tropical depression agatonph issued 200 pm 12 april 2022 agaton moving llorente eastern samar source dostpagasa laginghandaph,125.608093/11.36809,llorente samar
friend rented truck pick family refused leave even though water still rising highway bad compared areas malapit sa ilog communities completely submerged agatonph panay capiz,122.805679/10.06127,ilog capiz
tropical depression agatonph moving llorente eastern samar according dost_pagasas 200 pm advisory tuesday weatherpatrol,125.608093/11.36809,llorente samar
tropical cyclone bulletin 28 tropical depression agatonph megi issued 200 pm 12 april 2022 valid broadcast next bulletin 500 pm today agaton moving llorente eastern samar link,125.608093/11.36809,llorente samar
amount po kahit piso please help us pray leyte leyteneedshelp iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
stay safe everyone specially everyone leyte agatonph leyteneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte
100 pm today april 12 water jalaur dam dingle iloilo 2570 meters sea level msl already normal operating elevation 24 msl 10 13 main gates 3 4 sluice gates open source nia region vi agatonph laginghandaph,122.735077/11.07625,dingle iloilo
leyte needs help please spread save life baybaycityneedshelp baybayneedshelp leyteneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte normal university donation drive lnu tambulig accepting donations incash inkind prioritizing water food clothing residents baybay city abuyog leyte affected typhoon agatonph 14,124.552177/11.33877,leyte leyte
olaaa im capiz province needs help capiz needs help capizneedshelp agatonph,122.579987/11.24989,capiz
1pm today td agatonph vicinity llorente eastern samar maintained strength movement tropical cyclone wind signal 1 masbate northeastern cebu lifted data amp images source dost_pagasa,125.608093/11.36809,llorente samar
lets pray leyte leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
call donation moment need help guys sustain basic needs dito sa province leyte especially sa baybay small kinds goods cash helpful us leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
heavy rainfall warning 57 vis_prsd mactan bohol amp guiuan radar issued 0200 pm tuesday 12 april 2022 weather system td agatonph megi red warning level cebucentralcebu northerncebu leyte southernleyte source dostpagasa laginghandaph,125.957024/10.77604,guiuan bohol
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
lumalakas nanaman ang ulan hangin leyte moots keep safe hoping typhoon end soon pls pray po leyte areas affected typhoon heart goes families people passed agatonph baybayneedshelp,124.552177/11.33877,leyte leyte
elverder teamlenirobredo showbiz issues trending agatonph people aware dont see urgency baybay leyte needs help lack media coverage many people died already baybayneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte
set aside political differences let us help kababayans baybay city leyte displaced agatonph legit donation drives would really glad kind generosity,124.552177/11.33877,leyte leyte
raining cats dogs cebu city lets stay safe dry everyone continue pray severely affected agatonph,124.444077/10.62794,cebu
watch legal aid volunteers rejoice upon learning passed 202021 bar exams stranded carnaza island cebu due agatonph video courtesy atty laarni maglasang via john destacamento thefreeman,124.444077/10.62794,cebu
carl cari current representative 5th district leyte agatonph baybayneedshelp baybaycityneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte
im using platform spread awareness happened kababayan baybay provinces leyte baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
current situation happening capiz photo mine ctto capizneedshelp agatonph baybayneedshelp,122.579987/11.24989,capiz
verified donation drive please help us baybay leyte needs help jud baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
pray leyte leyteneedshelp capizneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
news update seven legal aid volunteers learn passed 202021 bar exam stranded carnaza island cebu owing agatonph ibp cebu chapter came carnaza island 13 lawyers leaving 7 via mitchelle palaubsanon thefreeman,124.444077/10.62794,cebu
landslides triggered heavy rains brought agatonph buried mountainous village baybay city leyte mayor jose carlos cari said tuesday weatherpatrol,124.552177/11.33877,leyte leyte
capizeños asking help floodwaters continue rise parts capiz gather donations able send greater help capisnons soonest possible time generosity go long way capizneedhelp baybayneedshelp agatonph,122.579987/11.24989,capiz
leyte need calling help rt would lot help pass everyone wish send help agatonph baybayneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte
baybay leyte needs urgent help calling attention medias government organizations private public sectors leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
iloilo needs help iloiloneedshelp capizneedshelp agatonph,122.650482/10.84919,iloilo
leyteneedshelp baybayneedshelp hi friends pls rt province dire need help leyte experiencing heavy flooding landslide caused agatonph number people already dead still missing one talks lot,124.552177/11.33877,leyte leyte
capiz also needs help aside leyte agatonph lenirobredo kikopangilinan,124.552177/11.33877,leyte capiz
urgent agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing help sending donations leyteneedshelp baybayneedshelp,125.149437/10.62223,abuyog 
bubblies helps iloilo still seeking inkind donations kasimanwas displaced due flooding particularly food water blankets medicines iloiloneedshelp capizneedshelp agatonph,122.650482/10.84919,iloilo
leyte needs help calling donations amout money gcash 09208198724 alesandra flores funds raised used buy food water essential victims typhoon agaton baybaycityneedshelp abuyogneedshelp agatonph leyteneedshelp,124.552177/11.33877,leyte leyte
looka resident abuyog leyte rescued pcg house almost carried away rapid rise floodwaters brought agatonph video coastguardph,125.149437/10.62223,abuyog leyte
look ongoing rescue operations philippine coast guard district western visayas puente bunglas ajuy iloilo agatonph video courtesy coastguardph,123.10968/11.13913,ajuy iloilo
please rt spread situation leyte getting worse let us help coengenes filipino citizens affected badly need help small donation could go long way baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
im using platform spread awareness happened kababayan leyte leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
northern iloilo residents kindly refer hotlines 1 municipality san dionisio emergency hotlines bfp 09173216059 mdrrmo 09177017817 rhu 09380137184 mswdo 09212273861 pnp 09985986227 northerniloiloneedshelp agatonph,122.650482/10.84919,iloilo
personnel philippine coast guard station capiz conduct rescue operations april 12 brgy poblacion norte sigma capiz coast guard station capiz agatonph moveph,122.728973/11.48514,sigma capiz
agatonph flood situation pontevedra capiz screengrab vanessa glenise usisons facebook post wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,123.013786/10.37741,pontevedra capiz
im calling attention moots continue spreading news twts affected typhoon agaton donate victims guys please include leyte provinces affected prayers agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybayneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
pray leyte leyteneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
iloilo needs help iloiloneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.650482/10.84919,iloilo
please help rt organization kalesa bi cebu also trying raise funds affected agatonph still accepting donations channels amount hugely appreciated baybayneedshelp abuyogneedshelp leyteneedshelp wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.444077/10.62794,cebu
leyteneedshelp baybayneedshelp agatonph humbly asking everyone help say prayer families leyte areas badly hit typhoon agaton especially beloved baybay city leyte need help landslides floodwaters ravaged neighbors wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
dswd spox dumlao says 600 pm yesterday april 11 almost 55000 families 218000 individuals 184 barangays regions 678911 caraga affected agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,126.557716/7.44716,caraga 
situation banate iloilo flood water rises due tropical depression agaton families affected barangays rescued moved nearest evacuation sites iloiloneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.851578/10.99136,banate iloilo
bubblies iloilo still seeking inkind donations kasimanwas displaced due flooding particularly food water blankets medicines iloiloneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.650482/10.84919,iloilo
please help us pray leyte leyteneedshelp iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
many lives take people see people dire need assistance leyte baybayneedshelp leyteneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
northern iloilo needs help iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.650482/10.84919,iloilo
donbelle related iloilo leyte places suffering right flood fb pics mine ppl theres also dogs cats animals street agatonph baybayneedshelp abuyogneedshelp iloiloneedshelp wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte iloilo
tropical cyclone bulletin 27 tropical depression agatonph issued 1100 12 april 2022 center tropical depression agaton vicinity balangiga eastern samar source dostpagasa laginghandaph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,125.439079/11.11,balangiga samar
ctto capiz leni fb page heres donate help fellow capisnons rice readytoeat food surgical masks medicine babys milk blankets hygiene items capizneedshelp agatonph may contact following inquiries wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.579987/11.24989,capiz
mdbofc leyte need help baybayneedshelp abuyogneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
agatonph megi weakened lpa drifts back eastward across leyte meanwhile malakas intensified 120kph typhoon remains outside par forecast suggests large typhoon may longer enter par continues track towards sea japan wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
iloilo amp capiz needs help due wrath bagyong agathon caused floods landslides please donate pray safety simple retweet means lot iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,122.650482/10.84919,iloilo
leyte needs help leyteneedshelp baybayneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
leyte needs help baybaycityneedshelp abuyogneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybayneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
please rt qrt leyte needs help leyteneedshelp baybayneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
meanwhile tropical depression agatonph vicinity balangiga eastern samar forecast meander area within next 612 hours turning towards philippine sea tonight wednesday morning wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,125.439079/11.11,balangiga samar
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
helloo poo ask favor u po relatives leyte right suffering typhoon agaton kahit sa pag post hashtags agatonph baybayneedshelp leyteneedshelp iloiloneedshelp malaking tulong na po ito thank wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph wala kaming tubig makakain kaya humihingi kami ng tulong para sa bigas mga delata noodles,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
simple retweet reqoute spread information donations leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
simple retweet reqoute spread information donations leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
capiz leni gcash 09167098080 bdo 004880157395 inkind donations may drop leni headquarters burgos st roxas city photo courtesy capiz leni facebook page capizneedshelp agatonph,126.071388/10.0325,burgos capiz
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
asking everyone please put context use tags reason sspam lang po ang tags lagyan po natin ng atleast donation details leyte need help baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte
pagasa tropical cyclone bulletin 11 update center tropical depression agatonph vicinity balangiga eastern samar,125.439079/11.11,balangiga samar
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
capizneedshelp agatonph portions province capiz power 1130 today capisnons badly needs help see tweets leads help us capisnons photo courtesy capiz electric cooperatives facebook page,122.579987/11.24989,capiz
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
capiz emergency hotline visayas needs help capizneedshelp iloiloneedshelp leyteneedshelp agatonph,122.579987/11.24989,capiz
hardest time ask prayers help kababayan leyte greatly affected typhoon agathon leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
bl related province needs help many municipalities affected rescue teams capiz leni team calling private individuals vehicles help sending basic necessities every brgy capizneedshelp agatonph,122.579987/11.24989,capiz
tropical cyclone bulletin 27 tropical depression agatonph issued 1100 12 april 2022 center tropical depression agaton vicinity balangiga eastern samar source dostpagasa laginghandaph,125.439079/11.11,balangiga samar
tropical cyclone bulletin 27 tropical depression agatonph issued 1100 12 april 2022 center tropical depression agaton vicinity balangiga eastern samar source dostpagasa laginghandaph,125.439079/11.11,balangiga samar
simple retweet reqoute sprees information donation leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
capizneedshelp agatonph donations capisnons need help inkind cash aid welcome inkind donations may dropped leni headquarters burgos st roxas city gcash 09167098080 bdo 004880157395 photo courtesy capiz leni,126.071388/10.0325,burgos capiz
cant everything except pray people badly affected typhoon agaton praying significantly needed leyte leyteneedshelp agatonph baybayneedshelp,124.552177/11.33877,leyte leyte
donation links ajuy capiz leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,123.10968/11.13913,ajuy capiz
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
capiz iloilo also needs help rt u visayas needs help agatonph iloiloneedshelp capizneedshelp,122.579987/11.24989,capiz
capiz emergency hotlines visayas needs help agatonph,122.579987/11.24989,capiz
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help baybaycityneedshelp baybayneedshelp leyteneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
bantay bagyo track intensity forecast agatonph 1100 april 12 2022 1000 today ts agaton located vicinity balangiga samar max winds 45kmh gusts 75kmh movement eastward slowly panahontv pagasa,120.489349/17.560419,bantay samar
province aklan red alert status right please lets spread awareness ask prayers help kababayan visayas needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,122.283447/11.7579,aklan
leyte needs help baybayneedshelp agatonph leyteneedshelp capizneedshelp,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help agatonph,124.552177/11.33877,leyte leyte
current situation sa capiz amount donations thank iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,122.579987/11.24989,capiz
nakokonsensya talaga ako whats happening leyte rn cant help guys promise nga magskwela kog tarong offer become lawyer public servant let prayers family agatonph,124.552177/11.33877,leyte leyte
leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help baybayneedshelp leyteneedshelp agatonph abuyogneedshelp,124.552177/11.33877,leyte leyte
leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
ask prayers help kababayan leyte greatly affected typhoon agathon retweet spread leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help leyteneedshelp baybaycityneedshelp agatonph,124.552177/11.33877,leyte leyte
baybaycityneedshelp call donations victims landslide amp flooding baybay city leyte agatonph prayforbaybayleyte leyteneedshelp typhoonagaton,124.552177/11.33877,leyte leyte
rpc leytes donation drive details leyte needs help baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte
1000 tuesday center tropical depression agatonph located vicinity balangiga eastern samar according dost_pagasas 1100 advisory weatherpatrol,125.439079/11.11,balangiga samar
staysafe everyoneeprayy kababayanss leyte needs help iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
look areas province capiz power according capelco inc 1130 today april 12 2022 pia capiz agatonph laginghandaph,122.579987/11.24989,capiz
staysafe everyoneeprayy kababayanss leyte needs help iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
staysafe everyoneeprayy kababayanss leyte needs help iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help agatonph,124.552177/11.33877,leyte leyte
tropical cyclone bulletin 27 tropical depression agatonph megi issued 1100 12 april 2022 next bulletin 200 pm today center tropical depression agaton vicinity balangiga eastern samar link,125.439079/11.11,balangiga samar
ohgoditscth leyte needs helpleyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte
hi please help spread awareness regarding current situation leyte due onslaught typhoon agaton following donation drives typhoon victims simple retweet could big help thank leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
donate fellow kababayans leyte infos pls retweet tweet donbelle ofc wag gawing tp please iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help kababayans need help iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte
look dumalag mdrrmo currently conducting flood rescue operation barangay sto nino dumalag capiz together bfp pnp forces 2nd capiz pmfc 3rd maneuver platoon evacuees also given relief supplies agatonph moveph dumalag mdrrmo,122.663757/11.31033,dumalag capiz
tropical cyclone bulletin 27 tropical depression agatonph megi issued 1100 12 april 2022 next bulletin 200 pm today center tropical depression agaton vicinity balangiga eastern samar link,125.439079/11.11,balangiga samar
